1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.8,0.64,0.512,0.4096,0.32768,-1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0.7,0.49,0.343,0.2401,0.16807,-1,0,0,0,0,0
0,1,1.6,1.92,2.048,2.048,0,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1.4,1.47,1.372,1.2005,0,-1,0,0,0,0
0,0,2,4.8,7.68,10.24,0,0,-2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,4.2,5.88,6.86,0,0,-2,0,0,0
